t,x,y,z,h,e,m,gate,uptake,activator
0.39,0.09178337569676209,-0.04275511673845631,-0.10857570994105335,0.4017222496328942,0.20536781093647968,0.06596201770585038,0.4374131463954616,0.4383600510204528,0.4894011174857105
0.4,0.09135582452937753,-0.04384087383786685,-0.10836714979469922,0.4107099853521495,0.20272321772909851,0.06915981524483339,0.43344895733753636,0.43419093019129357,0.48498888656608885
0.41000000000000003,0.09091741579099887,-0.04492454533581384,-0.10813774224240182,0.4196231332727849,0.20012116763066884,0.07242065375270429,0.429556537675619,0.43006884895651304,0.4806590885940131
0.42,0.09046817033764072,-0.04600592275823786,-0.10788751659753301,0.42846032676406337,0.19756116239070146,0.07574350968323242,0.4257352154059546,0.42599446561520604,0.47641091227176097
0.43,0.09000811111005834,-0.04708479792421319,-0.10761650562224172,0.4372202237484629,0.19504269826879114,0.079127356239639,0.42198427456591037,0.4219683540714966,0.47224349917709213
0.44,0.08953726313081621,-0.04816096298043561,-0.10732474544454808,0.44590150662290035,0.19256526684625278,0.08257116421337446,0.41830295934271305,0.417991007340397,0.4681559483266854
0.45,0.08905565350101186,-0.04923421043488109,-0.10701227547580854,0.4545028822066915,0.19012835580193407,0.08607390279331875,0.4146904780025742,0.4140628410895579,0.46414732053525415
0.46,0.08856331139666304,-0.05030433318963917,-0.10667913832862913,0.4630230817159787,0.1877314496520733,0.08963454034507709,0.41114600663788053,0.41018419719598004,0.4602166425682023
0.47000000000000003,0.08806026806476665,-0.05137112457292546,-0.10632537973530219,0.4714608607641697,0.18537403045426026,0.09325204516014747,0.4076686927314981,0.4063553472987007,0.45636291108718885
0.48,0.08754655681903739,-0.052434378370278485,-0.10595104846683892,0.47981499938776456,0.18305557847572948,0.09692538617483401,0.404257658538464,0.40257649633036535,0.4525850963893067
0.49,0.08702221303533461,-0.053493888854946874,-0.10555619625266861,0.4880843020968024,0.18077557282636747,0.1006535336588722,0.40091200428641527,0.3988477860124153,0.4488821459417592
0.5,0.08648727414678514,-0.05454945081747356,-0.10514087770107276,0.49626759794902753,0.17853349205695032,0.10443545987381762,0.3976308111970576,0.3951692983003973,0.44525298771494853
0.51,0.08594177963861041,-0.05560085959448429,-0.10470515022042057,0.5043637406467654,0.17632881472324616,0.1082701397013301,0.3944131443317935,0.3915410587675686,0.4416965333177824
0.52,0.08538577104266556,-0.0566479110966885,-0.10424907394127017,0.512371608655402,0.17416101991671898,0.11215655124155911,0.3912580552653313,0.3879630399165552,0.43821168093975754
0.53,0.08481929193169868,-0.057690401836101204,-0.10377271163939814,0.5202901053422819,0.17202958776265742,0.11609367638190528,0.3881645845916891,0.38443516441031994,0.43479731810501887
0.54,0.08424238791333767,-0.058728128952495184,-0.10327612865981767,0.5281181591347732,0.16993399988662533,0.12008050133649595,0.3851317642674964,0.3809573082150768,0.4314523242441132
0.55,0.08365510662381272,-0.05976089023909336,-0.10275939284184393,0.5358547236961959,0.16787373985019122,0.1241160171567707,0.38215861979789295,0.37752930364908044,0.42817557308957754
0.56,0.08305749772142178,-0.0607884841675118,-0.10222257444526303,0.5434987781182715,0.165848293556942,0.12819922021362581,0.37924417227063795,0.3741509423324116,0.4249659349018294
0.5700000000000001,0.08244961287974666,-0.06181070991196443,-0.10166574607765894,0.5510493271287203,0.16385714962982395,0.1323291126516146,0.37638744024427556,0.37082197803395767,0.42182227853206666
0.58,0.081831505780627,-0.06282736737274103,-0.10108898262295057,0.5585054013126168,0.16189979976088117,0.13650470281574403,0.3735874414963713,0.36754212941278647,0.418743473329055
0.59,0.0812032321068996,-0.06383825719897053,-0.10049236117118895,0.5658660573461013,0.15997573903448073,0.14072500565144655,0.3708431946379392,0.36431108265200135,0.4157283908967767
0.6,0.0805648495349099,-0.06484318081068242,-0.09987596094966211,0.5731303782410472,0.1580844662251238,0.14498904307834098,0.368153720600229,0.36112849398397034,0.4127759067099581
0.61,0.07991641772680308,-0.06584194042017905,-0.09923986325535294,0.5802974735992867,0.1562254840709458,0.14929584433842644,0.36551804400004995,0.3579939921065436,0.40988490159448054
0.62,0.07925799832260129,-0.06683433905273257,-0.09858415138879274,0.5873664798750124,0.15439829952400527,0.15364444631937973,0.3629351943897669,0.3549071804905057,0.4070542630796232
0.63,0.07858965493207397,-0.06782018056662051,-0.09790891058935064,0.594336560643988,0.15260242397845256,0.15803389385364983,0.36040420739803236,0.3518676395790712,0.4042828866289919
0.64,0.07791145312640776,-0.06879926967251401,-0.09721422797199626,0.6012069068782258,0.15083737347765613,0.16246323999406162,0.3579241257672158,0.3488749288807189,0.40156967675685806
0.65,0.07722346042968263,-0.06977141195223398,-0.09650019246557048,0.6079767372248159,0.1491026689013465,0.16693154626665785,0.3554940002933605,0.3459285889570814,0.39891354803648116
0.66,0.07652574631016029,-0.07073641387688968,-0.09576689475259599,0.6146452982876213,0.14739783613381616,0.17143788290152004,0.3531128906743489,0.34302814330796577,0.39631342600680375
0.67,0.07581838217139139,-0.07169408282441564,-0.09501442721065663,0.6212118649105877,0.1457224062141904,0.17598132904231994,0.35077986627179164,0.34017310015588575,0.3937682479837198
0.68,0.07510144134314724,-0.0726442270965222,-0.09424288385537143,0.627675740461454,0.14407591546975593,0.18056097293535942,0.34849400679196996,0.33736295413273637,0.3912769637818981
0.6900000000000001,0.07437499907218202,-0.0735866559350759,-0.09345236028498617,0.6340362571146864,0.1424579056333066,0.1851759120988617,0.3462544028909756,0.33459718787144643,0.38883853635292837
0.7000000000000001,0.07363913251283126,-0.07452117953792577,-0.09264295362660213,0.640292776132498,0.14086792394543385,0.18982525347327847,0.3440601567089876,0.33187527350560925,0.3864519423453248
0.71,0.072893920717452,-0.07544760907419179,-0.09181476248405852,0.6464446881428609,0.13930552324265902,0.19450811355337783,0.3419103823384239,0.32919667408021214,0.38411617259168584
0.72,0.07213944462671008,-0.07636575669903238,-0.09096788688748204,0.6524914134134535,0.13777026203227088,0.19922361850287518,0.3398042062304984,0.3265608448766807,0.3818302325280786
0.73,0.07137578705971975,-0.0772754355679072,-0.09010242824451337,0.6584324021205342,0.13626170455469963,0.20397090425236553,0.3377407675445037,0.3239672346555113,0.37959314255047033
0.74,0.07060303270404068,-0.07817645985035233,-0.0892184892932174,0.6642671346117713,0.1347794208342243,0.20874911658130976,0.3357192184439329,0.32141528681979636,0.3774039383127988
0.75,0.06982126810553715,-0.07906864474328451,-0.08831617405668096,0.6699951216621035,0.13332298671877754,0.2135574111848196,0.3337387243433473,0.3189044405029644,0.3752616709710374
0.76,0.06903058165810431,-0.07995180648385132,-0.08739558779929764,0.6756159047217468,0.1318919839095778,0.21839495372597748,0.3317984641096938,0.31643413158403627,0.3731654073773801
0.77,0.0682310635932658,-0.0808257623618443,-0.08645683698473716,0.6811290561555077,0.13048599998128618,0.22326091987441696,0.3298976302215761,0.3140037936336818,0.37111423022844786
0.78,0.06742280596964736,-0.08169033073169167,-0.08550002923559268,0.6865341794726022,0.12910462839335246,0.22815449533187843,0.32803542888978976,0.3116128587943068,0.3691072381711973
0.79,0.06660590266233045,-0.0825453310240476,-0.08452527329469638,0.6918309095462225,0.12774746849318225,0.23307487584544131,0.32621108014224276,0.30926075859735336,0.36714354587000037
0.8,0.06578044935208997,-0.08339058375699455,-0.08353267898809075,0.6970189128221331,0.12641412551172643,0.23802126720912187,0.3244238178761995,0.3069469247209237,0.36522228403815826
0.81,0.06494654351452003,-0.08422591054687546,-0.08252235718963961,0.7020978875156187,0.12510421055206292,0.2429928852545101,0.32267288988061016,0.30467078969076394,0.3633425994369129
0.8200000000000001,0.06410428440905128,-0.08505113411877185,-0.08149441978725991,0.7070675637961428,0.1238173405715113,0.24798895583110542,0.3209575578311172,0.3024317875275593,0.3615036548448305
0.8300000000000001,0.06325377306786356,-0.08586607831664446,-0.08044897965075229,0.7119277039591158,0.12255313835779147,0.2530087147769942,0.3192770972601698,0.3002293543434071,0.3597046290002493
0.84,0.062395112284697116,-0.08667056811315198,-0.07938615060120577,0.7166781025842082,0.12131123249971022,0.25805140788049696,0.3176307975045178,0.2980629288902344,0.357944716519306
0.85,0.061528406603565594,-0.08746442961916404,-0.07830604738194874,0.7213185866796777,0.120091257352832,0.26311629083339527,0.3160179616322102,0.2959319530628356,0.3562231277918915
0.86,0.06065376230737395,-0.08824749009298352,-0.07720878563101587,0.7258490158122173,0.11889285300056456,0.2682026291763332,0.31443790635108265,0.29383587235910386,0.35453908885772895
0.87,0.05977128740644412,-0.08901957794929367,-0.07609448185509805,0.7302692822218617,0.11771566521106497,0.2733096982369689,0.31288996190057977,0.29177413629993026,0.35289184126461204
0.88,0.05888109162695118,-0.08978052276784465,-0.07496325340493991,0.7345793109215261,0.11655934539034801,0.2784367830614362,0.3113734719286338,0.28974619881114283,0.35128064191070385
0.89,0.057983286399272735,-0.09053015530189405,-0.0738152184521469,0.7387790597807786,0.11542355053195523,0.2835831783396577,0.3098877933551996,0.28775151856976117,0.34970476287265895
0.9,0.057077984846253794,-0.09126830748641553,-0.07265049596736212,0.7428685195934824,0.11430794316352191,0.28874818832503274,0.308432296223928,0.28578955931673405,0.34816349122120205
0.91,0.05616530177138964,-0.09199481244608915,-0.07146920569977049,0.7468477141289693,0.11321219129055776,0.29393112674900757,0.30700636354335664,0.2838597901382391,0.3466561288256805
0.92,0.05524535364692875,-0.09270950450308685,-0.07027146815788628,0.7507167001664395,0.11213596833773731,0.2991313167310154,0.3056093911188917,0.28196168571751756,0.34518199214899065
0.93,0.05431825860189788,-0.0934122191846657,-0.06905740459157797,0.754475567512306,0.11107895308797718,0.3043480906842582,0.3042407873767582,0.2800947265591274,0.3437404120341728
0.9400000000000001,0.05338413641005122,-0.09410279323058149,-0.06782713697528286,0.7581244390002314,0.11004082961955915,0.30958079021778323,0.3028999731810089,0.2782583991874041,0.3423307334838691
0.9500000000000001,0.05244310847774541,-0.09478106460033432,-0.06658078799236224,0.7616634704736297,0.1090212872415411,0.31482876603529114,0.3015863816445943,0.27645219632082674,0.34095231543374455
0.96,0.051495297831742066,-0.09544687248025795,-0.06531848102054662,0.7650928507504319,0.10802002042768132,0.32009137783109465,0.30029945793541757,0.27467561702390164,0.339604530520884
0.97,0.05054082910693949,-0.0961000572904634,-0.06404034011841951,0.7684128015699357,0.10703672874908658,0.3253679941836304,0.29903865907822536,0.27292816683808974,0.33828676484809334
0.98,0.04957982853403485,-0.0967404606916476,-0.06274649001288674,0.7716235775215866,0.10607111680577981,0.3306579924469092,0.297803453753113,0.27120935789322265,0.33699841774495787
0.99,0.04861242392711838,-0.09736792559177647,-0.06143705608757786,0.7747254659555571,0.10512289415736918,0.3359607586402748,0.29659332209136074,0.2695187090007744,0.33573890152643954
1.0,0.04763874467120061,-0.09798229615265225,-0.0601121643721254,0.7777187868750148,0.10419177525298771,0.3412756873368237,0.2954077554692536,0.26785574573027837,0.334507641249723
1.01,0.04665892170967409,-0.0985834177963735,-0.05877194153226691,0.7806038928099899,0.10327747936066015,0.34660218155082356,0.2942462563004835,0.2662200004701076,0.3333040744699641
1.02,0.04567308753171036,-0.09917113721169617,-0.05741651486071465,0.7833811686727735,0.10237973049624213,0.3519396526244529,0.29310833782767826,0.26461101247376867,0.33212765099553143
1.03,0.044681376159593396,-0.09974530236030331,-0.05604601226873742,0.786051031594799,0.10149825735206612,0.35728752011416764,0.29199352391355293,0.26302832789278974,0.33097783264327907
1.04,0.043683923135990364,-0.10030576248299068,-0.05466056227839906,0.7886139307449752,0.10063279322541788,0.3626452116769874,0.2909013488321333,0.2614714997972215,0.3298540929943372
1.05,0.04268086551116046,-0.10085236810577468,-0.053260294015397974,0.7910703471294619,0.09978307594695807,0.3680121629569786,0.2898313570604594,0.2599400881847106,0.3287559171508629
1.06,0.04167234183010271,-0.10138497104592865,-0.05184533720245275,0.7934207933728946,0.09894884780919413,0.3733878174721979,0.28878310307113725,0.25843365997904494,0.32768280149414686
1.07,0.040658492119643425,-0.10190342441795318,-0.050415822153178844,0.7956658134810828,0.09812985549509937,0.3787716265023449,0.28775615112607006,0.25695178901901716,0.32663425344443436
1.08,0.03963945787546389,-0.10240758263948496,-0.0489718797664023,0.7978059825852236,0.0973258500069678,0.3841630489773604,0.28675007507166717,0.2554940560384006,0.3256097912227787
1.09,0.038615382049069044,-0.10289730143714898,-0.047513641520856846,0.7998419066676893,0.09653658659558652,0.3895615513671928,0.28576445813579704,0.2540600486377805,0.32460894361521436
1.1,0.03758640903469755,-0.10337243785235754,-0.0460412394702118,0.8017742222694624,0.09576182468979931,0.3949666075729428,0.284798892726722,0.2526493612489409,0.32363124973950247
1.11,0.03655268465617398,-0.10383285024705965,-0.04455480623837907,0.8036035961793092,0.09500132782652984,0.4003776988195835,0.2838529802342258,0.2512615950924567,0.3226762588146734
1.12,0.03551435615370338,-0.10427839830944345,-0.04305447501504874,0.8053307251047969,0.09425486358132551,0.4057943135504411,0.28292633083311997,0.24989635812910593,0.3217435299335629
1.1300000000000001,0.03447157217060894,-0.10470894305959394,-0.04154037955140398,0.8069563353252737,0.09352220349947815,0.41121594732360933,0.28201856328929326,0.24855326500566977,0.3208326318385163
1.1400000000000001,0.033424482740013,-0.10512434685510798,-0.040012654155967345,0.808481182326948,0.09280312302777183,0.4166421027104598,0.2811293047684463,0.24723193699565785,0.3199431427004075
1.1500000000000001,0.03237323927146192,-0.10552447339666765,-0.03847143369053219,0.8099060504202148,0.0920974014469034,0.42207228919639805,0.2802581906476348,0.24593200193545453,0.31907464990110374
1.16,0.031317994537495245,-0.10590918773357297,-0.036916853566134396,0.8112317523393918,0.09140482180461641,0.42750602308400454,0.27940486432972855,0.2446530941563532,0.3182267498194835
1.17,0.030258902660159515,-0.1062783562692343,-0.03534904973902137,0.8124591288250433,0.090725170849585,0.43294282739868983,0.2785689770608742,0.24339485441291137,0.3173990476211011
1.18,0.029196119097467173,-0.10663184676662452,-0.033768158706577275,0.8135890481890801,0.09005823896607991,0.43838223179698094,0.27775018775103766,0.24215692980802916,0.3165911570515698
1.19,0.028129800629800927,-0.1069695283536903,-0.032174317503165135,0.8146224058628384,0.08940382010944557,0.44382377247754756,0.2769481627976877,0.24093897371513012,0.31580270023372864
1.2,0.027060105346264025,-0.10729127152872195,-0.030567663695848735,0.8155601239283551,0.08876171174241293,0.44926699209506527,0.27616257591266896,0.23974064569779144,0.31503330746863545
1.21,0.025987192630976805,-0.10759694816568044,-0.028948335379959125,0.8164031506330642,0.08813171477227023,0.4547114396770037,0.2753931079523026,0.23856161142714916,0.31428261704042354
1.22,0.02491122314932,-0.10788643151948003,-0.027316471174472924,0.8171524598881588,0.08751363348891028,0.46015667054341836,0.27463944675074237,0.23740154259738155,0.3135502750250448
1.23,0.0238323588341252,-0.10815959623122476,-0.025672210217171754,0.8178090507508676,0.08690727550377035,0.4656022462298143,0.2739012869566023,0.2362601168395474,0.3128359351029111
1.24,0.022750762871812952,-0.10841631833339647,-0.02401569215955449,0.8183739468909135,0.08631245168967804,0.47104773441314207,0.27317832987286844,0.23513701763404263,0.3121392583754402
1.25,0.021666599688478987,-0.10865647525499202,-0.022347057161476436,0.8188481960414272,0.08572897612161408,0.47649270884097655,0.2724702833000937,0.23403193422191243,0.31145991318550037
1.26,0.020580034935929067,-0.10887994582660677,-0.020666445885491894,0.8192328694346067,0.08515666601840086,0.4819367492639197,0.2717768613828729,0.2329445615152422,0.3107975749417412
1.27,0.019491235477663,-0.1090866102854617,-0.018973999490879103,0.8195290612224183,0.08459534168532332,0.48737944137126166,0.27109778445958554,0.23187460000683352,0.3101519259467944
1.28,0.018400369374808382,-0.10927635028037049,-0.017269859627329062,0.8197378878826519,0.08404482645768713,0.49282037672992357,0.2704327789153894,0.2308217556793532,0.3095226552293163
1.29,0.017307605872004677,-0.10944904887664378,-0.0155541684282822,0.8198604876106498,0.08350494664531696,0.4982591527266995,0.2697815770384437,0.2297857399141318,0.3089094583798444
1.3,0.01621311538323824,-0.1096045905609266,-0.01382706850389949,0.8198980196970413,0.08297553147799659,0.5036953725138048,0.2691439168793345,0.22876626939977143,0.30831203739043184
1.31,0.015117069477628973,-0.10974286124596559,-0.01208870293365711,0.8198516638918256,0.08245641305185047,0.5091286449577306,0.2685195421136727,0.2277630660407122,0.30773010049801974
1.32,0.014019640865169318,-0.10986374827530217,-0.010339215258556338,0.8197226197551551,0.08194742627666562,0.5145585845913973,0.26790820190782993,0.22677585686589247,0.3071633620315048
1.33,0.012921003382416297,-0.10996714042788773,-0.008578749472942963,0.819512105995183,0.08144840882415101,0.5199848115695901,0.2673096507877755,0.22580437393762787,0.30661154226245474
1.34,0.01182133197813742,-0.11005292792261716,-0.006807450015932979,0.8192213597933479,0.0809592010771307,0.5254069516276536,0.2667236485109742,0.22484835426082384,0.3060743672594218
1.35,0.010720802698911248,-0.11012100242277649,-0.005025461762443953,0.8188516361174784,0.08047964607966586,0.5308246360434139,0.26614995994130347,0.2239075396926272,0.30555156874580297
1.36,0.009619592674683482,-0.11017125704040093,-0.0032329300138338804,0.8184042070231113,0.08000958948809994,0.536237501602289,0.2655883549269443,0.22298167685260878,0.30504288396119
1.37,0.008517880104279472,-0.11020358634053927,-0.0014300004881519026,0.8178803609434255,0.0795488795230202,0.5416451905655423,0.26503860818120084,0.22207051703356864,0.30454805552615505
1.3800000000000001,0.00741584424087408,-0.11021788634542079,0.00038318068999235264,0.8172814019682035,0.07909736692212829,0.5470473506416249,0.2645004991662004,0.2211738161130393,0.30406683131041246
1.3900000000000001,0.006313665377419872,-0.11021405453852087,0.0022064669999316217,0.816608649112243,0.07865490489401161,0.5524436349605464,0.26397381197942515,0.22029133446556107,0.3035989643042972
1.4000000000000001,0.005211524832034663,-0.11019198986852155,0.004039711535804517,0.8158634355736476,0.07822134907280667,0.5578337020512061,0.263458335243026,0.21942283687579292,0.30314421249349993
1.41,0.004109604933349447,-0.11015159275316351,0.0058827670177658865,0.8150471079824387,0.07779655747374509,0.5632172158216109,0.2629538619958664,0.21856809245251785,0.3027023387369961
1.42,0.003008089005817812,-0.11009276508298585,0.007735485803527985,0.814161025639934,0.07738039044957226,0.5685938455418976,0.26246018958824674,0.21772687454359535,0.302273110648107
1.43,0.0019071613549879536,-0.11001541022495057,0.00959771990021425,0.8132065597493521,0.07697271064782837,0.573963265830072,0.26197711957925596,0.21689896065190944,0.30185630047863227
1.44,0.000807007252738448,-0.10991943302594842,0.011469320976505415,0.8121850926381081,0.07657338296898095,0.5793251566403698,0.2615044576366983,0.21608413235235197,0.3014516850059864
1.45,-0.0002921870775210362,-0.10980473981618337,0.013350140375055674,0.8110980169722743,0.07618227452539765,0.5846792032541392,0.26104201343954364,0.21528217520988058,0.30105904542328005
1.46,-0.00139023447568287,-0.10967123841243281,0.01524002912515472,0.8099467349636874,0.07579925460114811,0.5900250962731373,0.260589600582848,0.21449287869868394,0.3006781672322804
1.47,-0.002486946859807198,-0.10951883812118127,0.017138837955609637,0.8087326575701929,0.0754241946126227,0.5953625316151258,0.2601470364850923,0.2137160361224834,0.3003088401391887
1.48,-0.0035821352410190105,-0.10934744974162516,0.019046417307818902,0.8074572036895249,0.07505696806995643,0.6006912105116501,0.25971414229788725,0.21295144453599635,0.29995085795317084
1.49,-0.004675609738435262,-0.10915698556854697,0.020962617349009147,0.8061217993473256,0.07469745053924562,0.6060108395078736,0.2592907428179918,0.21219890466758348,0.29960401848757895
1.5,-0.0057671795941207325,-0.10894735939505688,0.02288728798560377,0.8047278768798174,0.07434551960554502,0.6113211304643379,0.25887666640159407,0.21145822084309815,0.29926812346380044
1.51,-0.0068566531880713015,-0.10871848651520084,0.024820278876691113,0.8032768741116476,0.07400105483663269,0.6166218005605137,0.25847174488080354,0.21072920091095584,0.2989429784176751
1.52,-0.00794383805322331,-0.10847028372643393,0.02676143944755857,0.8017702335294328,0.07366393774753004,0.6219125723000007,0.25807581348230296,0.21001165616843426,0.29862839260841567
1.53,-0.009028540890487649,-0.10820266933195834,0.028710618903257868,0.8002094014515347,0.0733340517657641,0.6271931735172308,0.2576887107481103,0.20930540128921693,0.298324178929973
1.54,-0.010110567583807233,-0.10791556314292576,0.030667666242165575,0.7985958271946092,0.07301128219735933,0.6324633373855244,0.25731027845840154,0.20861025425218857,0.29803015382478587
1.55,-0.01118972321523649,-0.10760888648050411,0.0326324302695021,0.7969309622374723,0.07269551619354578,0.637722802426345,0.2569403615563433,0.2079260362714872,0.29774613719985393
1.56,-0.012265812080041532,-0.10728256217780908,0.03460475961077141,0.7952162593828367,0.0723866427181708,0.6429713125195925,0.2565788080748893,0.20725257172782013,0.2974719523450775
1.57,-0.013338637701819622,-0.10693651458170136,0.036584502725083234,0.7934531719174757,0.07208455251580126,0.6482086169147728,0.2562254690654913,0.20658968810104553,0.29720742585380566
1.58,-0.014408002847636636,-0.10657066955445053,0.038571507918318586,0.7916431527713763,0.07178913808050316,0.653434470242878,0.2558801985286776,0.20593721590401914,0.29695238754553366
1.59,-0.015473709543181141,-0.10618495447526735,0.040565623356099416,0.789787653676452,0.07150029362528582,0.6586486325288061,0.2555428533464532,0.20529498861770917,0.2967066703906959
